iter	Logloss
173	0.3996056063
174	0.3990369903
175	0.3986100586
176	0.3978545866
177	0.397133104
178	0.3966389618
179	0.3961031356
180	0.3956217028
181	0.3947231297
182	0.3941659706
183	0.3933615673
184	0.3926111683
185	0.3921262989
186	0.3913577493
187	0.3907813522
188	0.3903494021
189	0.3897077654
190	0.388864994
191	0.3881958214
192	0.3876400983
193	0.3870596676
194	0.3864972289
195	0.3860640777
196	0.385449305
197	0.3849507841
198	0.3844262423
199	0.3837833787
200	0.3832417393
201	0.3824484655
202	0.3821576812
203	0.3816804704
204	0.3813008935
205	0.3808622188
206	0.3801038819
207	0.3795837259
208	0.3790889645
209	0.3785877796
210	0.3780586594
211	0.3772837888
212	0.3767169111
213	0.3762953408
214	0.375663433
215	0.3749812977
216	0.3744898767
217	0.3740922694
218	0.3736705657
219	0.3731454709
220	0.3726965896
221	0.3722025291
222	0.3717863161
223	0.371387284
224	0.3709432517
225	0.3706688051
226	0.3700707263
227	0.3694381196
228	0.3688652601
229	0.3684857215
230	0.367982336
231	0.367578654
232	0.3670893342
233	0.3667866646
234	0.3662222345
235	0.3655932888
236	0.3651505044
237	0.3648165733
238	0.3644045077
239	0.3641032884
240	0.363670332
241	0.3631041761
242	0.3626420439
243	0.3624227106
244	0.3620562063
245	0.3616184094
246	0.3611212295
247	0.360792025
248	0.360209815
249	0.3599395061
250	0.3594399856
251	0.3591977506
252	0.3589043069
253	0.3585171693
254	0.3581207774
255	0.3578389863
256	0.3574386682
257	0.357126018
258	0.3564836502
259	0.3560849963
260	0.3556197331
261	0.3552736536
262	0.3550745346
263	0.3545349779
264	0.354181476
265	0.3539085748
266	0.3536140656
267	0.3531153744
268	0.3525186627
269	0.3521671555
270	0.3518495172
271	0.3511917401
272	0.3506446592
273	0.3504742763
274	0.3503283566
275	0.3498146991
276	0.3493576554
277	0.3489905082
278	0.3486374557
279	0.3484833853
280	0.3480476895
281	0.3473099135
282	0.3466032727
283	0.3462554128
284	0.3459855854
285	0.3456378832
286	0.3451939583
287	0.3446793806
288	0.3443907748
289	0.3442316565
290	0.3439314931
291	0.3436193711
292	0.3431173522
293	0.3426803117
294	0.3423805913
295	0.3419615897
296	0.3417104982
297	0.3412761639
298	0.3410300482
299	0.3407209648
300	0.3404514554
301	0.3401385015
302	0.3399921996
303	0.3395767093
304	0.339348629
305	0.338866588
306	0.3386138749
307	0.3383743447
308	0.3379475815
309	0.3374743276
310	0.3372447745
311	0.3367974368
312	0.3364164411
313	0.3358950414
314	0.3355540624
315	0.3353241196
316	0.3351254058
317	0.334630638
318	0.3344593729
319	0.3341834837
320	0.3339212346
321	0.3335468324
322	0.3332754392
323	0.3330174025
324	0.3325024305
325	0.331970044
326	0.3316817443
327	0.3313113301
328	0.3310223604
329	0.3307217225
330	0.3304329086
331	0.3300634324
332	0.3297410355
333	0.3294425444
334	0.3291199299
335	0.3288482405
336	0.3285423664
337	0.3283118597
338	0.3280610614
339	0.327906236
340	0.3276155818
341	0.3272702286
342	0.326886837
343	0.3266357663
344	0.3264089368
345	0.3263306605
346	0.3260569944
347	0.3257793234
348	0.3255922159
349	0.3252097705
350	0.3248609394
351	0.324428887
352	0.3243348243
353	0.3242325327
354	0.3238257083
355	0.3236391359
356	0.3234058272
357	0.323041679
358	0.3227010218
359	0.3224978602
360	0.3221262002
361	0.3219215968
362	0.321663104
363	0.3214819818
364	0.3211516045
365	0.3209862596
366	0.3207268514
367	0.3205028499
368	0.320191245
369	0.3199855306
370	0.3197960085
371	0.3193221745
372	0.3189028957
373	0.3188077701
374	0.3185611668
375	0.3184269249
376	0.3181981204
377	0.3178696028
378	0.3176357831
379	0.3173923065
380	0.3171416897
381	0.3169112927
382	0.3166366479
383	0.3163139701
384	0.3159493678
385	0.3157406273
386	0.3155195347
387	0.3152703829
388	0.3148579546
389	0.3144233393
390	0.3141860788
391	0.314006796
392	0.3137898501
393	0.3136249788
394	0.3133688203
395	0.3131406359
396	0.3128986643
397	0.3127121605
398	0.3123444085
399	0.3121312378
400	0.3117523014
401	0.3116060582
402	0.3112931139
403	0.3108464253
404	0.3106903228
405	0.3103181041
406	0.3099749317
407	0.3097012922
408	0.3095049439
409	0.3090735366
410	0.3088035093
411	0.3086029914
412	0.3083923074
413	0.3080709498
414	0.307813423
415	0.3076249204
416	0.3072584433
417	0.3071008253
418	0.3065999521
419	0.3062180197
420	0.3061139901
421	0.3059797272
422	0.3056597125
423	0.3054059975
424	0.3051391207
425	0.3048847944
426	0.304573986
427	0.3043843599
428	0.304151552
429	0.3039766778
430	0.3037285633
431	0.3035053326
432	0.3032042624
433	0.3029453344
434	0.3027782627
435	0.3025706248
436	0.30241286
437	0.3021742025
438	0.3020092355
439	0.3018271569
440	0.3016651541
441	0.3014683419
442	0.301235911
443	0.3009738366
444	0.3007286525
445	0.3004621089
446	0.3001505146
447	0.2999397044
448	0.2997227295
449	0.299317482
450	0.299071138
451	0.2987153973
452	0.2984357391
453	0.2982541685
454	0.2980885923
455	0.297796307
456	0.2975441494
457	0.2972359127
458	0.2969957264
459	0.2967810298
460	0.2965713375
461	0.2962847146
462	0.2960359698
463	0.2957314211
464	0.2955062868
465	0.2953027809
466	0.2951409103
467	0.2949373286
468	0.2946606149
469	0.294423813
470	0.2943136721
471	0.2941836568
472	0.2939001544
473	0.2937432103
474	0.2935692787
475	0.2932627448
476	0.2930290433
477	0.2929032076
478	0.2926848533
479	0.2924914587
480	0.2922149022
481	0.2919229666
482	0.2917655981
483	0.2915013753
484	0.2913020248
485	0.2911664852
486	0.2909599249
487	0.2907825816
488	0.2904770667
489	0.2903316706
490	0.2900230133
491	0.2897600237
492	0.2896745779
493	0.2894846858
494	0.2893962818
495	0.2892653452
496	0.2890674953
497	0.2888181993
498	0.2884587028
499	0.2881647895
500	0.2879271042
501	0.2877414982
502	0.28750665
503	0.2873113943
504	0.2871160425
505	0.2867984017
506	0.2865373836
507	0.2862588887
508	0.2859467752
509	0.2857034842
510	0.2854989835
511	0.2853401433
512	0.2850449638
513	0.2848563706
514	0.2846210708
515	0.2845233597
516	0.2842871938
517	0.284077419
518	0.2838677362
519	0.2836326659
520	0.2833148563
521	0.2830469921
522	0.2829180024
523	0.2827627436
524	0.2826622656
525	0.282483742
526	0.2822207604
527	0.2818377161
528	0.2816640461
529	0.2814604714
530	0.2812397723
531	0.2808778454
532	0.2807151446
533	0.2804889464
534	0.280295881
535	0.2799945319
536	0.2798924844
537	0.2795569293
538	0.2792230001
539	0.2789706683
540	0.2787910932
541	0.2786109752
542	0.2783209243
543	0.2781098116
544	0.2778073983
545	0.2775547583
546	0.2773662358
547	0.2773219728
548	0.2770755438
549	0.2769491371
550	0.2767112076
551	0.2764675453
552	0.2762997739
553	0.2759478613
554	0.2758351576
555	0.2754827933
556	0.2752130688
557	0.2750971643
558	0.2747925108
559	0.2746198938
560	0.2744104232
561	0.2742944514
562	0.2741577868
563	0.2739596883
564	0.2737575484
565	0.2736350592
566	0.2734606698
567	0.273312541
568	0.2731140783
569	0.273064274
570	0.2728550401
571	0.2727225755
572	0.2725118046
573	0.2723476615
574	0.2721485761
575	0.2718238783
576	0.2717612836
577	0.2713269023
578	0.2711303927
579	0.2709220144
580	0.2707498744
581	0.2705681574
582	0.2703352672
583	0.2699906876
584	0.2698025383
585	0.2695911399
586	0.2693094067
587	0.2691742411
588	0.2689451732
589	0.2687598583
590	0.2685856932
591	0.2682135241
592	0.2679696388
593	0.2677995001
594	0.2676444572
595	0.2675032172
596	0.2673179299
597	0.2671380731
598	0.2670056259
599	0.2669019762
600	0.2666115009
601	0.266494004
602	0.266347147
603	0.2662825222
604	0.2660057582
605	0.2658072915
606	0.2657211963
607	0.2656187107
608	0.2654314261
609	0.2652075022
610	0.2649888707
611	0.2647970082
612	0.2646299118
613	0.2644448539
614	0.2642927146
615	0.2641472311
616	0.2637051899
617	0.2632980998
618	0.2631854305
619	0.2628340881
620	0.2626618781
621	0.262554489
622	0.2624815174
623	0.2622671524
624	0.2621952627
625	0.2618013618
626	0.261384431
627	0.2612337778
628	0.2610579507
629	0.260795707
630	0.2606475051
631	0.2605370845
632	0.2602751404
633	0.2599315797
634	0.2597748073
635	0.2594109613
636	0.2591210886
637	0.2590099524
638	0.2589217682
639	0.2588579231
640	0.2586922122
641	0.2585530535
642	0.2584369306
643	0.2583499583
644	0.2582199819
645	0.2581552159
646	0.2579083049
647	0.2577653686
648	0.2576300078
649	0.2575678932
650	0.2573781198
651	0.2571557876
652	0.2569381359
653	0.2567971388
654	0.2567041321
655	0.2565921697
656	0.2562174425
657	0.255923244
658	0.2557339828
659	0.2555092203
660	0.2553184067
661	0.255182389
662	0.2550465312
663	0.2547774286
664	0.2544729909
665	0.25419506
666	0.2540607901
667	0.2538666139
668	0.2535422779
669	0.2533963932
670	0.2531378387
671	0.2528800756
672	0.2527055913
673	0.2524514308
674	0.2522756227
675	0.2521023561
676	0.2520059718
677	0.2519551521
678	0.2517266232
679	0.2515775248
680	0.2514422091
681	0.2513050371
682	0.2510596955
683	0.2509293193
684	0.2507120995
685	0.2505659354
686	0.2503521487
687	0.2501976346
688	0.2500187379
689	0.2498827887
690	0.2496895037
691	0.249482789
692	0.2492460474
693	0.2490655551
694	0.2489522217
695	0.2487569852
696	0.248549037
697	0.2484326865
698	0.2482326475
699	0.2481217309
700	0.2479576531
701	0.2478328629
702	0.2476503884
703	0.2474801243
704	0.24715438
705	0.2470640901
706	0.2469019838
707	0.2466948099
708	0.2465777225
709	0.2463661279
710	0.246203334
711	0.2460696169
712	0.2459629181
713	0.2457393583
714	0.2455881907
715	0.2454376357
716	0.2452095948
717	0.2449931506
718	0.2448762072
719	0.2446515467
720	0.2445406418
721	0.2443732744
722	0.2439286423
723	0.243579462
724	0.2434799773
725	0.2433608496
726	0.2431135684
727	0.2429082233
728	0.2427464195
729	0.2425456486
730	0.2424391555
731	0.2421852189
732	0.2421102461
733	0.2420322502
734	0.2418494565
735	0.2416695055
736	0.2416279532
737	0.2415189255
738	0.2414077359
739	0.2412308931
740	0.2410306713
741	0.2407549921
742	0.2405526659
743	0.2402521821
744	0.2400280959
745	0.2398284516
746	0.2395895164
747	0.2393092785
748	0.2391415766
749	0.2390030293
750	0.238861276
751	0.2387511906
752	0.2385366967
753	0.2383598076
754	0.2381876865
755	0.2379522764
756	0.2377360516
757	0.2376564259
758	0.2373758088
759	0.237196303
760	0.2370944747
761	0.2369538775
762	0.2368313111
763	0.2366223579
764	0.2364832056
765	0.2362746567
766	0.2361655486
767	0.2360488712
768	0.2358880569
769	0.2358085679
770	0.23564582
771	0.2352435887
772	0.2351170448
773	0.2350688118
774	0.2349504132
775	0.2348409436
776	0.2346648575
777	0.234518529
778	0.2343590016
779	0.2341823863
780	0.2340301121
781	0.233898476
782	0.2337319882
783	0.2336116043
784	0.2332840217
785	0.2331344539
786	0.2329959712
787	0.2328337606
788	0.2327568598
789	0.2324324153
790	0.2321307358
791	0.2320044781
792	0.2318540177
793	0.2317371366
794	0.2314702034
795	0.2311247433
796	0.2310152835
797	0.2308215274
798	0.2305779948
799	0.2303719774
800	0.2303042275
801	0.2301581793
802	0.2299231095
803	0.2297030892
804	0.229426712
805	0.2293222103
806	0.2291432765
807	0.228937193
808	0.2287555028
809	0.2286724303
810	0.2284395244
811	0.2282212038
812	0.2281555216
813	0.2279776908
814	0.2278094736
815	0.2276206531
816	0.2274824026
817	0.2274059852
818	0.2272979971
819	0.2271988463
820	0.2270551708
821	0.2268495238
822	0.2266794894
823	0.2265646975
824	0.2264694445
825	0.2263106775
826	0.2262136633
827	0.2258924143
828	0.2257704459
829	0.2256162672
830	0.2253118899
831	0.225221222
832	0.2251488967
833	0.2249123617
834	0.2247322205
835	0.2244669337
836	0.2243380536
837	0.2240749152
838	0.2239067396
839	0.2237740819
840	0.223707173
841	0.2233686297
842	0.2230916019
843	0.2230231456
844	0.2228450208
845	0.2225945303
846	0.2223406972
847	0.2221162009
848	0.2219746454
849	0.2218233954
850	0.2216468915
851	0.2215091105
852	0.2214397739
853	0.2211988776
854	0.2209165123
855	0.2208422724
856	0.2206312376
857	0.2204927941
858	0.2203364287
859	0.2200812903
860	0.2199541693
861	0.219827931
862	0.2196266047
863	0.2194479952
864	0.2192909899
865	0.2191466453
866	0.2190656285
867	0.2189194238
868	0.2187696918
869	0.2184952808
870	0.2184737357
871	0.2183271144
872	0.2181618612
873	0.2180786593
874	0.2179177696
875	0.2176739367
876	0.2175773803
877	0.2175519171
878	0.217491017
879	0.2172726574
880	0.2172249443
881	0.2170581242
882	0.2169157836
883	0.2168625132
884	0.2164977516
885	0.2163119989
886	0.2162448589
887	0.2162214979
888	0.216084243
889	0.2159466618
890	0.2158418677
891	0.2157075073
892	0.2154824146
893	0.2153943545
894	0.215325872
895	0.2151348329
896	0.2150155837
897	0.2149468157
898	0.2148179461
899	0.2147210215
900	0.214660595
901	0.2145595932
902	0.2141439481
903	0.2140692986
904	0.2138862376
905	0.2137660655
906	0.2136452834
907	0.2135262981
908	0.2134364293
909	0.2132916997
910	0.2132126074
911	0.2131304406
912	0.2129723072
913	0.2128290118
914	0.2126404485
915	0.2124639406
916	0.2123703005
917	0.2122065327
918	0.2120035737
919	0.2119285539
920	0.2118589504
921	0.2117293165
922	0.2114129386
923	0.2112258042
924	0.211115153
925	0.2108430911
926	0.2105780764
927	0.2105194078
928	0.2103898012
929	0.2102606777
930	0.2100799375
931	0.2098575629
932	0.2097089094
933	0.2095630676
934	0.209441658
935	0.2093749668
936	0.2092017852
937	0.2090615749
938	0.2088579052
939	0.2086153846
940	0.2083870518
941	0.2083278553
942	0.2082815115
943	0.2081438341
944	0.2080248193
945	0.207955493
946	0.207830092
947	0.2077737821
948	0.2076375199
949	0.2075065147
950	0.2073705972
951	0.2072503563
952	0.2071385856
953	0.2068606955
954	0.2067560994
955	0.2064729837
956	0.2063819304
957	0.2061844469
958	0.20582663
959	0.2056506153
960	0.2055093987
961	0.205449513
962	0.2050275545
963	0.2048598655
964	0.2047855275
965	0.2046220328
966	0.2042863289
967	0.2041329516
968	0.2040159357
969	0.2038004958
970	0.2037160285
971	0.2036554635
972	0.2035734654
973	0.2035257211
974	0.2031846741
975	0.2031534506
976	0.2030318282
977	0.2029009664
978	0.2027988847
979	0.2026774069
980	0.2024625679
981	0.2023366171
982	0.2021072275
983	0.2020370652
984	0.2017902971
985	0.2016757781
986	0.2015411853
987	0.2014699706
988	0.2011623643
989	0.2011189224
990	0.2010865093
991	0.2009742049
992	0.2008701434
993	0.2007748935
994	0.2005568416
995	0.2004948323
996	0.200381494
997	0.2003529226
998	0.2001261897
999	0.2000055681
